Subject,Predicate,Object,Error,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/2010_President's_Cup_(tennis),http://dbpedia.org/ontology/championInDoubleMale,http://dbpedia.org/resource/Ross_Hutchins,Predicate,0,46.02773189544678,6
http://dbpedia.org/resource/Educating_Rita_(film),http://www.w3.org/2000/01/rdf-schema#label,Educating Rita (film),Object,2,84.98727440834045,8
http://dbpedia.org/resource/Fifth_Avenue,http://dbpedia.org/property/caption,The Museum Mile section of Fifth Avenue at the Metropolitan Museum of Art at 81st Street,Predicate,4,194.27974128723145,8
http://dbpedia.org/resource/Fifth_Avenue,http://dbpedia.org/property/junction,Madison Avenue Bridge in Harlem,Predicate,4,194.27974128723145,8
http://dbpedia.org/resource/Fifth_Avenue,http://dbpedia.org/ontology/abstract,"Fifth Avenue is a major thoroughfare going through the borough of Manhattan in New York City, United States. It stretches from West 143rd Street in Harlem to Washington Square North at Washington Square Park in Greenwich Village. It is considered among the most expensive and best shopping streets in the world.",Object,4,194.27974128723145,8
http://dbpedia.org/resource/Charles_Hibbert_Tupper,http://dbpedia.org/property/shortDescription,Canadian politician,Object,5,6.708850622177124,8
http://dbpedia.org/resource/Ugo_Foscolo,http://dbpedia.org/ontology/influenced,http://dbpedia.org/resource/Alessandro_Manzoni,Predicate,7,20.744536876678467,8
http://dbpedia.org/resource/Frank_Miller_(Medal_of_Honor),http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/New_York_City,Object,9,61.92694091796875,8
http://dbpedia.org/resource/Emily_Penrose,http://dbpedia.org/property/title,http://dbpedia.org/resource/Principal_(academia),Object,11,18.428935527801517,8
http://dbpedia.org/resource/Famous_Studios,http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/resource/Shamus_Culhane,Predicate,12,6.972702264785767,13
http://dbpedia.org/resource/Famous_Studios,http://dbpedia.org/ontology/foundingDate,1942-05-25,Object,12,6.972702264785767,13
http://dbpedia.org/resource/Sky_Italia,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Companies_established_in_2003,Object,18,4.156012773513794,14
http://dbpedia.org/resource/Sky_Italia,http://dbpedia.org/ontology/type,http://dbpedia.org/resource/Limited_liability_company,Object,18,4.156012773513794,14
http://dbpedia.org/resource/2012_UniCredit_Czech_Open_–_Doubles,http://dbpedia.org/property/rd1Seed,WC,Predicate,19,16.079511165618896,21
http://dbpedia.org/resource/Deliver_Us_from_Evil_(2006_film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Roman_Catholic_Church_sex_abuse_cases_in_the_United_States,Object,20,2.02258563041687,21
http://dbpedia.org/resource/Raúl_Silva_Henríquez,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:20th-century_Roman_Catholic_archbishops,Object,21,2.3911893367767334,21
"http://dbpedia.org/resource/Benjamin_O._Davis,_Jr.",http://dbpedia.org/property/serviceyears,1936,Object,24,2.856343030929565,22
http://dbpedia.org/resource/Ohio_Northern_University,http://dbpedia.org/ontology/facultySize,207,Object,25,2.941610097885132,22
http://dbpedia.org/resource/Princesse_Tam-Tam,http://dbpedia.org/property/cinematography,Georges Benoît,Object,27,3.2939703464508057,22
http://dbpedia.org/resource/NRK_Sport,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Norwegian_Broadcasting_Corporation,Object,28,7.817465782165527,22
http://dbpedia.org/resource/Pink_Floyd,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Space_rock_musical_groups,Object,31,4.5695481300354,22
http://dbpedia.org/resource/Matt_McColm,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_male_actors,Object,34,3.974702835083008,22
http://dbpedia.org/resource/Mary_Neal,http://xmlns.com/foaf/0.1/givenName,Mary,Object,36,2.707188844680786,24
http://dbpedia.org/resource/Alex_Troup,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Scotland_national_football_team,Predicate,40,8.231690406799316,24
http://dbpedia.org/resource/Alex_Troup,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Scotland_national_football_team,Predicate,40,8.231690406799316,24
http://dbpedia.org/resource/William_F._Allen_(Delaware),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Delaware,Object,41,4.738868713378906,24
http://dbpedia.org/resource/William_F._Allen_(Delaware),http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Delaware,Object,41,4.738868713378906,24
http://dbpedia.org/resource/Michael_Connelly,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/resource/Joseph_Wambaugh,Object,42,3.687551021575928,24
http://dbpedia.org/resource/Sultan_al-Atrash,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Syria,Object,44,34.47887682914734,24
http://dbpedia.org/resource/2011–12_St._Louis_Blues_season,http://dbpedia.org/property/birthplace,http://dbpedia.org/resource/Ostrava,Subject,50,7.5235230922698975,24
http://dbpedia.org/resource/2011–12_St._Louis_Blues_season,http://dbpedia.org/property/birthplace,http://dbpedia.org/resource/Sherbrooke,Subject,50,7.5235230922698975,24
http://dbpedia.org/resource/2011–12_St._Louis_Blues_season,http://dbpedia.org/property/birthplace,"http://dbpedia.org/resource/Newmarket,_Ontario",Subject,50,7.5235230922698975,24
http://dbpedia.org/resource/2011–12_St._Louis_Blues_season,http://dbpedia.org/property/birthplace,"http://dbpedia.org/resource/Trail,_British_Columbia",Subject,50,7.5235230922698975,24
http://dbpedia.org/resource/2011–12_St._Louis_Blues_season,http://dbpedia.org/property/birthplace,"http://dbpedia.org/resource/King_City,_Ontario",Subject,50,7.5235230922698975,24
http://dbpedia.org/resource/Kenji_Fujimori,http://xmlns.com/foaf/0.1/homepage,http://www.kenjifujimori.com.pe/,Object,52,13.16771936416626,24
http://dbpedia.org/resource/Kenji_Fujimori,http://www.w3.org/2000/01/rdf-schema#comment,"Kenji Gerardo Fujimori Higuchi (Japanese: 藤森 健二, born 19 May 1980 in Lima) is a Peruvian businessman and fujimorist politician. He is the son of Alberto Fujimori who was the President of Peru from 1990 to 2001, and the brother of Fuerza 2011 leader Keiko Fujimori.",Object,52,13.16771936416626,24
