Subject,Predicate,Object,Annotation,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/Bruce_Willis,http://dbpedia.org/ontology/citizenship,http://dbpedia.org/resource/United_States,Correct,7,280.8299958705902,10
http://dbpedia.org/resource/Bruce_Willis,http://dbpedia.org/ontology/abstract,"Walter Bruce Willis (born March 19, 1955) is an American actor, producer and singer. His career began on the Off-Broadway stage and then in television in the 1980s, most notably as David Addison in Moonlighting (1985–89). He is perhaps best known for his role of John McClane in the Die Hard series, which were mostly critical and uniformly financial successes.  He has appeared in over sixty films, including Color of Night (1994), Pulp Fiction (1994), 12 Monkeys (1995), The Fifth Element (1997), Armageddon (1998), The Sixth Sense (1999), Unbreakable (2000), Sin City (2005), Red (2010) and The Expendables 2 (2012).Motion pictures featuring Willis have grossed US$2.64 billion to $3.05 billion at North American box offices, making him the eighth highest-grossing actor in a leading role and 12th-highest including supporting roles. He is a two-time Emmy Award–winning, Golden Globe Award–winning and four-time Saturn Award–nominated actor. Willis was married to actress Demi Moore and they had three daughters before their divorce in 2000, following thirteen years of marriage. Since 2009, he has been married to model Emma Heming, with whom he has two daughters.",I Don't Know,7,280.8299958705902,10
http://dbpedia.org/resource/Bruce_Willis,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Idar-Oberstein,Correct,7,280.8299958705902,10
http://dbpedia.org/resource/Bruce_Willis,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/West_Germany,Correct,7,280.8299958705902,10
http://dbpedia.org/resource/Bruce_Willis,http://dbpedia.org/ontology/alias,"Willis, Walter Bruce; W.B. Willis; Bruno",Correct,7,280.8299958705902,10
http://dbpedia.org/resource/A_Buffalope's_Tale,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Philip_Caveney,Correct,8,525.4419887065887,10
http://dbpedia.org/resource/A_Buffalope's_Tale,http://www.w3.org/2000/01/rdf-schema#comment,A Buffalope's Tale is a 2010 fantasy novel by Philip Caveney. It is a prequel to the Sebastian Darke series.,I Don't Know,8,525.4419887065887,10
http://dbpedia.org/resource/A_Buffalope's_Tale,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/A_Buffalope's_Tale,I Don't Know,8,525.4419887065887,10
http://dbpedia.org/resource/A_Buffalope's_Tale,http://dbpedia.org/property/publisher,http://dbpedia.org/resource/Guild_Publishing,Incorrect,8,525.4419887065887,10
http://dbpedia.org/resource/A_Buffalope's_Tale,http://dbpedia.org/property/mediaType,Print,Correct,8,525.4419887065887,10
http://dbpedia.org/resource/Dreamlords,http://dbpedia.org/ontology/gameEngine,http://dbpedia.org/resource/Torque_(game_engine),I Don't Know,9,114.5325198173523,10
http://dbpedia.org/resource/Edward_Felten,http://dbpedia.org/ontology/doctoralAdvisor,http://dbpedia.org/resource/Edward_D._Lazowska,Incorrect,10,255.18210196495056,10
http://dbpedia.org/resource/Edward_Felten,http://dbpedia.org/ontology/citizenship,http://dbpedia.org/resource/United_States,Correct,10,255.18210196495056,10
http://dbpedia.org/resource/Sadia_Dehlvi,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Delhi,Correct,11,548.2913959026337,10
http://dbpedia.org/resource/Frank_Lebby_Stanton,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Charleston,_South_Carolina",Incorrect,12,1250.9757640361786,10
http://dbpedia.org/resource/Frank_Lebby_Stanton,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/South_Carolina,Incorrect,12,1250.9757640361786,10
http://dbpedia.org/resource/Frank_Lebby_Stanton,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/United_States,Correct,12,1250.9757640361786,10
http://dbpedia.org/resource/Frank_Lebby_Stanton,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/resource/Joel_Chandler_Harris,Correct,12,1250.9757640361786,10
http://dbpedia.org/resource/Frank_Lebby_Stanton,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/resource/James_Whitcomb_Riley,Correct,12,1250.9757640361786,10
http://dbpedia.org/resource/Bangalore_Nagarathnamma,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bangalore,Incorrect,13,244.082124710083,10
http://dbpedia.org/resource/Donald_M._Grant,http://xmlns.com/foaf/0.1/name,Donald M. Grant,Correct,14,359.9421570301056,11
http://dbpedia.org/resource/Donald_M._Grant,http://xmlns.com/foaf/0.1/name,"Grant, Donald M.",Correct,14,359.9421570301056,11
http://dbpedia.org/resource/Donald_M._Grant,http://dbpedia.org/ontology/abstract,"Donald Metcalf Grant (April 3, 1927-August 19, 2009) was an American publisher. He was born in Providence, Rhode Island in 1927 and graduated from the University of Rhode Island in 1949. Grant's interest in fantasy and science fiction started when he began reading the stories of Edgar Rice Burroughs at age 10. He married in 1956 and has two children. Grant was involved in the founding of several science fiction and fantasy small press publishers. He co-founded Grant-Hadley Enterprises in 1945, The Buffalo Book Company in 1946 and Centaur Press in 1970. He also founded Grandon, Publishers in 1949 and Donald M. Grant, Publisher, Inc. in 1964.",I Don't Know,14,359.9421570301056,11
http://dbpedia.org/resource/Michael_D._Sallah,http://dbpedia.org/property/name,"Sallah, Michael D.",Correct,15,107.38251090049744,11
http://dbpedia.org/resource/Michael_D._Sallah,http://dbpedia.org/property/shortDescription,American journalist,Correct,15,107.38251090049744,11
http://dbpedia.org/resource/Michael_D._Sallah,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Michael_D._Sallah,I Don't Know,15,107.38251090049744,11
http://dbpedia.org/resource/Michael_D._Sallah,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Pulitzer_Prize_for_Investigative_Reporting_winners,Correct,15,107.38251090049744,11
http://dbpedia.org/resource/Michael_D._Sallah,http://dbpedia.org/ontology/abstract,Michael D. Sallah is a Pulitzer Prize- winning American investigative reporter.,Correct,15,107.38251090049744,11
http://dbpedia.org/resource/William_Puffer,http://dbpedia.org/property/residence,"http://dbpedia.org/resource/Lacombe,_Alberta",I Don't Know,16,1278.8517141342163,11
http://dbpedia.org/resource/Techtron,http://dbpedia.org/ontology/product,"http://dbpedia.org/resource/Electronic_Equipment,_Scientific_instrument",Correct,17,494.3192389011383,11
http://dbpedia.org/resource/Techtron,http://dbpedia.org/property/location,"http://dbpedia.org/resource/Melbourne,_Australia",Correct,17,494.3192389011383,11
http://dbpedia.org/resource/Techtron,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Scientific_instrument,Correct,17,494.3192389011383,11
http://dbpedia.org/resource/Techtron,http://dbpedia.org/property/keyPeople,"Alan Walsh, Inventor of AAS",Correct,17,494.3192389011383,11
http://dbpedia.org/resource/Techtron,http://dbpedia.org/property/foundation,1938,Correct,17,494.3192389011383,11
http://dbpedia.org/resource/Death_by_a_Thousand_Cuts_(book),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:History_books_about_punishment,Correct,18,416.1651921272278,11
http://dbpedia.org/resource/Death_by_a_Thousand_Cuts_(book),http://dbpedia.org/ontology/mediaType,http://dbpedia.org/resource/Hardcover,Correct,18,416.1651921272278,11
http://dbpedia.org/resource/Death_by_a_Thousand_Cuts_(book),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:History_of_Imperial_China,Correct,18,416.1651921272278,11
http://dbpedia.org/resource/Death_by_a_Thousand_Cuts_(book),http://dbpedia.org/ontology/isbn,ISBN 0-674-02773-6,Incorrect,18,416.1651921272278,11
http://dbpedia.org/resource/Death_by_a_Thousand_Cuts_(book),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Torture,Correct,18,416.1651921272278,11
http://dbpedia.org/resource/Valeriy_Khoroshkovskyi,http://dbpedia.org/ontology/office,First Vice Prime Minister of Ukraine,Correct,19,668.046245098114,12
http://dbpedia.org/resource/Valeriy_Khoroshkovskyi,http://dbpedia.org/property/almaMater,http://dbpedia.org/resource/Taras_Shevchenko_National_University_of_Kyiv,Correct,19,668.046245098114,12
http://dbpedia.org/resource/Valeriy_Khoroshkovskyi,http://dbpedia.org/property/name,"Khoroshkovsky, Valeriy",Correct,19,668.046245098114,12
http://dbpedia.org/resource/Valeriy_Khoroshkovskyi,http://dbpedia.org/property/successor,Yuriy Kolobov,I Don't Know,19,668.046245098114,12
http://dbpedia.org/resource/Valeriy_Khoroshkovskyi,http://dbpedia.org/property/successor,http://dbpedia.org/resource/Ihor_Kalinin,I Don't Know,19,668.046245098114,12
http://dbpedia.org/resource/3_Doors_Down,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Correct,20,70.10475993156433,12
http://dbpedia.org/resource/3_Doors_Down,http://xmlns.com/foaf/0.1/name,3 Doors Down,Correct,20,70.10475993156433,12
http://dbpedia.org/resource/Feline_Frame-Up,http://dbpedia.org/property/series,Looney Tunes  and,Correct,21,157.67376685142517,12
http://dbpedia.org/resource/Feline_Frame-Up,http://dbpedia.org/property/musician,http://dbpedia.org/resource/Carl_Stalling,Correct,21,157.67376685142517,12
http://dbpedia.org/resource/Feline_Frame-Up,http://dbpedia.org/property/releaseDate,1954-02-13,Correct,21,157.67376685142517,12
http://dbpedia.org/resource/Feline_Frame-Up,http://dbpedia.org/property/distributor,http://dbpedia.org/resource/Warner_Bros._Pictures,Correct,21,157.67376685142517,12
http://dbpedia.org/resource/Feline_Frame-Up,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1950s_American_animated_films,Correct,21,157.67376685142517,12
http://dbpedia.org/resource/Jan_Montyn,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oudewater,Correct,22,470.1180820465088,12
http://dbpedia.org/resource/Jan_Montyn,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Netherlands,Correct,22,470.1180820465088,12
http://dbpedia.org/resource/Jan_Montyn,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Netherlands,Correct,22,470.1180820465088,12
http://dbpedia.org/resource/Shallow_North_Dakota,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Canada,Correct,23,259.8373579978943,12
http://dbpedia.org/resource/Traffic_reporting,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Road_transport,Correct,24,142.77029705047607,12
http://dbpedia.org/resource/Traffic_reporting,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Distribution,Correct,24,142.77029705047607,12
http://dbpedia.org/resource/Traffic_reporting,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/401_Traffic_Cam.jpg?width=300,Correct,24,142.77029705047607,12
http://dbpedia.org/resource/Traffic_reporting,http://www.w3.org/2000/01/rdf-schema#label,Traffic reporting,Correct,24,142.77029705047607,12
http://dbpedia.org/resource/Traffic_reporting,http://www.w3.org/2000/01/rdf-schema#comment,"Traffic reporting is the near real-time distribution of information about road conditions such as traffic congestion, detours, and traffic accidents. The reports help drivers anticipate and avoid traffic problems.  In addition to periodic broadcast reports, traffic information can be transmitted to GPS units, smartphones, and personal computers.",Correct,24,142.77029705047607,12
http://dbpedia.org/resource/WVVW-LP,http://dbpedia.org/property/watts,93,I Don't Know,25,1560.1994462013245,12
http://dbpedia.org/resource/WVVW-LP,http://dbpedia.org/ontology/broadcastArea,"http://dbpedia.org/resource/Parkersburg,_West_Virginia",I Don't Know,25,1560.1994462013245,12
http://dbpedia.org/resource/WVVW-LP,http://dbpedia.org/property/class,L1,I Don't Know,25,1560.1994462013245,12
http://dbpedia.org/resource/WVVW-LP,http://www.georss.org/georss/point,39.31 -81.59694444444445,I Don't Know,25,1560.1994462013245,12
http://dbpedia.org/resource/WVVW-LP,http://dbpedia.org/property/haat,36,I Don't Know,25,1560.1994462013245,12
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/residence,"http://dbpedia.org/resource/Wilmington,_Vermont",Correct,26,671.9961500167847,12
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/children,Alya Reeve,Correct,26,671.9961500167847,12
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/shortDescription,"Academic, Writer, Poet and Russian Language Translator",Correct,26,671.9961500167847,12
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/children,http://dbpedia.org/resource/Christopher_Reeve,Correct,26,671.9961500167847,12
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/ontology/birthDate,1928-09-18,Correct,26,671.9961500167847,12
http://dbpedia.org/resource/President_of_the_Philippines,http://dbpedia.org/property/appointer,Direct election votes,Correct,27,10382.061470031738,12
http://dbpedia.org/resource/President_of_the_Philippines,http://www.w3.org/2000/01/rdf-schema#label,President of the Philippines,Correct,27,10382.061470031738,12
http://dbpedia.org/resource/Nightfall_Games,http://dbpedia.org/property/foundation,1990,Incorrect,28,388.9425489902496,12
http://dbpedia.org/resource/Nightfall_Games,http://xmlns.com/foaf/0.1/homepage,http://nightfall.co,Correct,28,388.9425489902496,12
http://dbpedia.org/resource/Nightfall_Games,http://dbpedia.org/ontology/product,http://dbpedia.org/resource/SLA_Industries,Correct,28,388.9425489902496,12
http://dbpedia.org/resource/Nightfall_Games,http://dbpedia.org/property/homepage,http://nightfall.co,Correct,28,388.9425489902496,12
http://dbpedia.org/resource/Nightfall_Games,http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/resource/Jared_Earle,Correct,28,388.9425489902496,12
http://dbpedia.org/resource/T._Christian_Miller,http://dbpedia.org/ontology/employer,http://dbpedia.org/resource/ProPublica,Correct,29,92.3236002922058,12
http://dbpedia.org/resource/Almere_City_FC,http://dbpedia.org/ontology/league,http://dbpedia.org/resource/Eerste_Divisie,Correct,30,146.87928819656372,12
http://dbpedia.org/resource/Auntie_Mame_(film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Films_based_on_plays,Correct,31,438.0852448940277,12
http://dbpedia.org/resource/Auntie_Mame_(film),http://dbpedia.org/property/runtime,8580.0,Correct,31,438.0852448940277,12
http://dbpedia.org/resource/Auntie_Mame_(film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Films_based_on_American_novels,Correct,31,438.0852448940277,12
http://dbpedia.org/resource/Auntie_Mame_(film),http://dbpedia.org/property/starring,http://dbpedia.org/resource/Forrest_Tucker,Correct,31,438.0852448940277,12
http://dbpedia.org/resource/Auntie_Mame_(film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1958_films,Correct,31,438.0852448940277,12
http://dbpedia.org/resource/Robert_Black_(author),http://dbpedia.org/property/birth,1829,Correct,32,73.82170701026917,12
http://dbpedia.org/resource/Robert_Black_(author),http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/London,Correct,32,73.82170701026917,12
http://dbpedia.org/resource/Robert_Black_(author),http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/United_Kingdom,Correct,32,73.82170701026917,12
http://dbpedia.org/resource/Robert_Black_(author),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/England,Correct,32,73.82170701026917,12
http://dbpedia.org/resource/The_Heads_of_Cerberus,http://dbpedia.org/ontology/numberOfPages,191,Incorrect,33,201.53671789169312,12
http://dbpedia.org/resource/The_Heads_of_Cerberus,http://www.w3.org/2000/01/rdf-schema#label,The Heads of Cerberus,Correct,33,201.53671789169312,12
http://dbpedia.org/resource/David_Holden,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Sunderland,_Tyne_and_Wear",I Don't Know,34,285.18374490737915,12
http://dbpedia.org/resource/Truckin'_Magazine,http://dbpedia.org/property/title,Truckin Magazine,Incorrect,35,279.7182922363281,12
http://dbpedia.org/resource/Truckin'_Magazine,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Truckin'_Magazine,Incorrect,35,279.7182922363281,12
http://dbpedia.org/resource/Truckin'_Magazine,http://dbpedia.org/ontology/depictionDescription,"Truckin Magazine, April 2012",Incorrect,35,279.7182922363281,12
http://dbpedia.org/resource/Truckin'_Magazine,http://dbpedia.org/property/website,http://www.truckinweb.com/,Incorrect,35,279.7182922363281,12
http://dbpedia.org/resource/Truckin'_Magazine,http://dbpedia.org/property/circulationYear,2011,Incorrect,35,279.7182922363281,12
http://dbpedia.org/resource/Borys_Hrinchenko,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kharkov_Governorate,I Don't Know,36,358.50681495666504,12
http://dbpedia.org/resource/Borys_Hrinchenko,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/University_of_Kharkiv,I Don't Know,36,358.50681495666504,12
http://dbpedia.org/resource/Borys_Hrinchenko,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/resource/Lord_Byron,I Don't Know,36,358.50681495666504,12
http://dbpedia.org/resource/Eel,http://dbpedia.org/property/ordo,Anguilliformes,Correct,37,114.85381507873537,12
http://dbpedia.org/resource/Eel,http://dbpedia.org/ontology/class,http://dbpedia.org/resource/Teleostei,Correct,37,114.85381507873537,12
http://dbpedia.org/resource/Eel,http://www.w3.org/2000/01/rdf-schema#comment,"An eel is any fish belonging to the order Anguilliformes (/æŋˌɡwɪlɨˈfɔrmiːz/), which consists of four suborders, 20 families, 111 genera and about 800 species.  Most eels are predators. The term ""eel"" (originally referring to the European eel) is also used for some other similarly shaped fish, such as electric eels and spiny eels, but these are not members of the Anguilliformes order.",Correct,37,114.85381507873537,12
http://dbpedia.org/resource/Eel,http://dbpedia.org/ontology/class,http://dbpedia.org/resource/Neopterygii,Correct,37,114.85381507873537,12
http://dbpedia.org/resource/Eel,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Anguillarostratakils.jpg,Correct,37,114.85381507873537,12
http://dbpedia.org/resource/2009–10_Manchester_City_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Manchester_City_F.C.,Correct,38,37.13641595840454,12
http://dbpedia.org/resource/2009–10_Manchester_City_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Arsenal_F.C.,Incorrect,38,37.13641595840454,12
http://dbpedia.org/resource/2009–10_Manchester_City_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Crystal_Palace_F.C.,Incorrect,38,37.13641595840454,12
http://dbpedia.org/resource/2009–10_Manchester_City_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Everton_F.C.,Incorrect,38,37.13641595840454,12
http://dbpedia.org/resource/2009–10_Manchester_City_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Aston_Villa_F.C.,Incorrect,38,37.13641595840454,12
http://dbpedia.org/resource/Health_Service_Journal,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:EMAP,Incorrect,39,532.3544478416443,13
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/ontology/publisher,http://dbpedia.org/resource/Emap,Correct,39,532.3544478416443,13
http://dbpedia.org/resource/Health_Service_Journal,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Magazines_established_in_1892,Correct,39,532.3544478416443,13
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/property/publisher,http://dbpedia.org/resource/EMAP,Correct,39,532.3544478416443,13
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Health_Service_Journal,I Don't Know,39,532.3544478416443,13
http://dbpedia.org/resource/Carine_Roitfeld,http://dbpedia.org/ontology/employer,http://dbpedia.org/resource/Hearst_Corporation,Correct,40,331.3546178340912,13
http://dbpedia.org/resource/Carine_Roitfeld,http://dbpedia.org/ontology/residence,http://dbpedia.org/resource/Paris,I Don't Know,40,331.3546178340912,13
http://dbpedia.org/resource/Jane_Child,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Warner_Bros._Records,Correct,41,251.74718523025516,13
http://dbpedia.org/resource/Jane_Child,http://dbpedia.org/property/genre,http://dbpedia.org/resource/Rock_music,Correct,41,251.74718523025516,13
http://dbpedia.org/resource/Jane_Child,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Dance_music,Incorrect,41,251.74718523025516,13
http://dbpedia.org/resource/Jane_Child,http://dbpedia.org/property/genre,http://dbpedia.org/resource/Freestyle_music,Incorrect,41,251.74718523025516,13
http://dbpedia.org/resource/Jane_Child,http://dbpedia.org/ontology/abstract,"Jane Richman, known professionally as Jane Child (born 15 February 1967), is a Canadian dance-pop singer, producer and musician. She is best known for her hit single ""Don't Wanna Fall in Love"".",Correct,41,251.74718523025516,13
http://dbpedia.org/resource/Akram_Khuzam,http://xmlns.com/foaf/0.1/surname,Khuzam,I Don't Know,42,197.4213161468506,13
http://dbpedia.org/resource/Akram_Khuzam,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Al_Jazeera_people,I Don't Know,42,197.4213161468506,13
http://dbpedia.org/resource/Akram_Khuzam,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Akram_Khuzam,I Don't Know,42,197.4213161468506,13
http://dbpedia.org/resource/Akram_Khuzam,http://www.w3.org/2000/01/rdf-schema#comment,"Akram Khuzam (Arabic: أكرم خزام‎) was the Al Jazeera Channel's former Moscow Bureau chief. He served as the Bureau Chief in Moscow for 9 years until he was replaced in a storm of controversy by Amro Abdel-Hamid in late September 2005.Khuzam was famous for ending his reports by saying ""...Akram Khuzam, Aljazeera, Moscooowww.""",I Don't Know,42,197.4213161468506,13
http://dbpedia.org/resource/Akram_Khuzam,http://purl.org/dc/elements/1.1/description,Television journalist,I Don't Know,42,197.4213161468506,13
http://dbpedia.org/resource/Haim_Saban,http://dbpedia.org/ontology/residence,http://dbpedia.org/resource/Israel,I Don't Know,43,415.2343239784241,13
http://dbpedia.org/resource/Haim_Saban,http://dbpedia.org/property/children,4,Correct,43,415.2343239784241,13
http://dbpedia.org/resource/Haim_Saban,http://dbpedia.org/ontology/residence,http://dbpedia.org/resource/California,Correct,43,415.2343239784241,13
http://dbpedia.org/resource/Haim_Saban,http://dbpedia.org/property/residence,http://dbpedia.org/resource/California,Correct,43,415.2343239784241,13
http://dbpedia.org/resource/Haim_Saban,http://dbpedia.org/property/shortDescription,http://dbpedia.org/resource/Media_proprietor,Correct,43,415.2343239784241,13
