Subject,Predicate,Object,Error,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/Marion_Francis_Forst,http://dbpedia.org/property/after,http://dbpedia.org/resource/Eugene_John_Gerber,Object,1,18.56726837158203,10
http://dbpedia.org/resource/Church_of_St._George_(Cairo),http://dbpedia.org/property/constructedDate,10,Object,3,5.763428211212158,11
http://dbpedia.org/resource/Milton_F._Pavlic,http://dbpedia.org/property/caption,Milton F. Pavlic as a midshipman at the United States Naval Academy in 1932,Object,8,151.0455665588379,11
http://dbpedia.org/resource/Milton_F._Pavlic,http://dbpedia.org/property/serviceyears,1932,Object,8,151.0455665588379,11
http://dbpedia.org/resource/Thiruvisaippa,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Carnatic_music,Object,10,6.054206371307373,11
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Schools_needing_cleanup,Object,12,8.672255277633667,11
http://dbpedia.org/resource/The_Geneva_School,http://dbpedia.org/property/enrollment,450,Object,17,4.536676645278931,12
http://dbpedia.org/resource/This_Boy's_in_Love,http://dbpedia.org/property/accessdate,2015-05-02,Object,18,3.808147668838501,12
http://dbpedia.org/resource/Adrian_Păunescu,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Copăceni,_Sîngerei",Object,19,5.481981992721558,12
http://dbpedia.org/resource/Adrian_Păunescu,http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/resource/Moldova,Object,19,5.481981992721558,12
http://dbpedia.org/resource/Duke_University,http://dbpedia.org/ontology/facultySize,3398,Object,20,4.834896564483643,12
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/notableStudent,http://dbpedia.org/resource/Sin-Itiro_Tomonaga,Object,21,12.290674686431885,13
http://dbpedia.org/resource/D._Ramanaidu,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/D._Ramanaidu__1,Object,22,3.653660774230957,13
http://dbpedia.org/resource/Sam_Kinison,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Observational_comedy,Object,23,2.789992332458496,13
http://dbpedia.org/resource/Viewbank_College,http://dbpedia.org/property/staff,95,Object,24,4.306596994400024,13
http://dbpedia.org/resource/Arizona_Summit_Law_School,http://dbpedia.org/ontology/facultySize,38,Object,25,4.488169431686401,13
http://dbpedia.org/resource/Jerry_Roberts,http://dbpedia.org/ontology/soundRecording,http://dbpedia.org/resource/Jerry_Roberts__3,Object,29,7.277611494064331,13
http://dbpedia.org/resource/Noshi_Gilani,http://dbpedia.org/ontology/citizenship,http://dbpedia.org/resource/United_States,Object,30,217.4821379184723,13
http://dbpedia.org/resource/Maronite_Church,http://dbpedia.org/property/territory,http://dbpedia.org/resource/Israel,Object,42,3.2056374549865723,14
http://dbpedia.org/resource/The_Trusts_Arena,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Netball_venues_in_New_Zealand,Object,46,5.288280487060547,14
http://dbpedia.org/resource/Graham_Leonard,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/resource/George_Ingle,Object,51,10.838735818862917,14
http://dbpedia.org/resource/Graham_Leonard,http://dbpedia.org/property/termStart,1973,Object,51,10.838735818862917,14
"http://dbpedia.org/resource/Niantic,_Inc.",http://dbpedia.org/property/website,http://www.nianticlabs.com/,Predicate,58,33.233163595199585,14
"http://dbpedia.org/resource/Niantic,_Inc.",http://xmlns.com/foaf/0.1/homepage,http://www.nianticlabs.com/,Predicate,58,33.233163595199585,14
"http://dbpedia.org/resource/McAuley_Catholic_High_School_(Joplin,_Missouri)",http://xmlns.com/foaf/0.1/homepage,http://www.jacss.org/mcauley_default.html,Object,68,8.051393985748291,14
http://dbpedia.org/resource/Michael_Bauer_(officer),http://dbpedia.org/property/birthDate,1895-11-24,Object,70,12.272159337997437,15
"http://dbpedia.org/resource/St_Peter's_Church,_Wintringham",http://xmlns.com/foaf/0.1/page,http://www.visitchurches.org.uk/Ourchurches/Completelistofchurches/St-Peters-Church-Wintringham-North-Yorkshire/,Predicate,71,2.878272533416748,15
http://dbpedia.org/resource/Harold_Wilson,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Harold_Wilson__9,Object,72,4.8832831382751465,15
http://dbpedia.org/resource/Oscar_Steen,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/AIK_IF,Object,76,3.226632833480835,15
http://dbpedia.org/resource/Reshmi_Ghosh,http://www.w3.org/2000/01/rdf-schema#comment,Reshmi Ghosh (Bengali: রেশমি ঘোষ)  is an Indian  beauty queen and actress. She is currently working on Buddha (TV series).,Object,81,4.476870775222778,15
http://dbpedia.org/resource/Brooks_School,http://dbpedia.org/ontology/endowment,5.8E7,Object,87,3.421127796173096,15
"http://dbpedia.org/resource/St_Mary's_Church,_Knowsley",http://xmlns.com/foaf/0.1/page,http://www.knowsleychurch.co.uk/,Predicate,89,3.207263231277466,15
