Subject,Predicate,Object,Error,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/Ankur_Warikoo,http://dbpedia.org/ontology/personFunction,http://dbpedia.org/resource/Ankur_Warikoo__2,Predicate,1,18.17606019973755,6
http://dbpedia.org/resource/Drammen_Station,http://dbpedia.org/property/prespan,yes,Object,4,16.673935890197754,6
http://dbpedia.org/resource/Drammen_Station,http://dbpedia.org/property/pre,—,Object,4,16.673935890197754,6
http://dbpedia.org/resource/OrangeScape,http://dbpedia.org/ontology/product,http://dbpedia.org/resource/Kissflow,Object,5,3.004385232925415,6
http://dbpedia.org/resource/Exor_(company),http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/resource/Chief_executive_officer,Object,7,50.61272573471069,6
http://dbpedia.org/resource/Exor_(company),http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Investment_company,Object,7,50.61272573471069,6
http://dbpedia.org/resource/WFLZ-FM,http://dbpedia.org/property/format,http://dbpedia.org/resource/CHR/Pop,Object,9,3.53961181640625,6
http://dbpedia.org/resource/Eyewitness_(TV_series),http://dbpedia.org/property/company,http://dbpedia.org/resource/Time-Life_Television,Object,10,4.056718111038208,7
http://dbpedia.org/resource/Eyewitness_(TV_series),http://dbpedia.org/ontology/company,http://dbpedia.org/resource/Time-Life_Television,Object,10,4.056718111038208,7
http://dbpedia.org/resource/WXEI-LP,http://dbpedia.org/ontology/webcast,http://wxei.8m.com/,Object,13,7.322452068328857,7
http://dbpedia.org/resource/WXEI-LP,http://dbpedia.org/property/format,http://dbpedia.org/resource/Religious_broadcasting,Object,13,7.322452068328857,7
http://dbpedia.org/resource/Spectrasonics,http://xmlns.com/foaf/0.1/homepage,http://www.spectrasonics.net/,Object,14,4.799566030502319,7
http://dbpedia.org/resource/Spectrasonics,http://dbpedia.org/property/homepage,http://www.spectrasonics.net/,Object,14,4.799566030502319,7
http://dbpedia.org/resource/Battle_of_the_Network_Stars,http://dbpedia.org/property/company,http://dbpedia.org/resource/IMG_(business),Object,16,2.302520036697388,7
http://dbpedia.org/resource/Lovin_and_Withers_Cottages,http://dbpedia.org/property/locmapin,Arizona,Predicate,18,3.158738136291504,7
http://dbpedia.org/resource/Boston_and_Lowell_Railroad,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Boston_and_Lowell_Railroad,Predicate,19,2.541214227676392,7
http://dbpedia.org/resource/Stânca-Costești_Dam,http://www.w3.org/2003/01/geo/wgs84_pos#long,27.2586,Object,21,7.459672927856445,7
http://dbpedia.org/resource/Memorial_to_Women_of_the_Confederacy,http://dbpedia.org/property/body,http://dbpedia.org/resource/United_Daughters_of_the_Confederacy,Predicate,23,2.1617190837860107,7
http://dbpedia.org/resource/Derby,http://dbpedia.org/ontology/leaderTitle,Executive,Subject,26,183.02492809295651,7
http://dbpedia.org/resource/Derby,http://dbpedia.org/property/southeast,http://dbpedia.org/resource/Kegworth,Predicate,26,183.02492809295651,7
http://dbpedia.org/resource/Derby,http://dbpedia.org/property/populationBlank,2.9,Object,26,183.02492809295651,7
http://dbpedia.org/resource/Derby,http://dbpedia.org/property/leaderName,http://dbpedia.org/resource/Amanda_Solloway,Subject,26,183.02492809295651,7
http://dbpedia.org/resource/Hungry_Horse_Dam,http://dbpedia.org/ontology/lake,http://dbpedia.org/resource/Hungry_Horse_Dam__1,Object,28,2.7338221073150635,7
http://dbpedia.org/resource/Plaid_Cymru,http://dbpedia.org/property/title,Links to related articles,Object,33,7.7900230884552,7
http://dbpedia.org/resource/Kirti_Nagar_metro_station,http://dbpedia.org/ontology/parkingInformation,Yes,Predicate;Object,35,34.898263931274414,7
"http://dbpedia.org/resource/St_Mary's_Church,_Garthorpe",http://xmlns.com/foaf/0.1/page,http://www.visitchurches.org.uk/Ourchurches/Completelistofchurches/St-Marys-Church-Garthorpe-Leicestershire/,Predicate;Object,36,7.043673038482666,7
http://dbpedia.org/resource/Michael_Howard,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/resource/Michael_Portillo,Object,37,3.3943159580230717,7
http://dbpedia.org/resource/Berlin_Oranienburger_Straße_station,http://dbpedia.org/property/symbolLocation,de,Object,40,9.562385082244871,20
http://dbpedia.org/resource/Kuala_Lumpur_Sentral_railway_station,http://dbpedia.org/ontology/parkingInformation,None,Object,41,2.745112180709839,20
http://dbpedia.org/resource/Svenska_Högarna,http://dbpedia.org/property/characteristic,15.0,Object,43,2.6210310459136963,20
