Subject,Predicate,Object,Annotation,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Asahi_Prize,Correct,0,1460.289590358734,10
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/notableStudent,http://dbpedia.org/resource/Hideki_Yukawa,Correct,0,1460.289590358734,10
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/notableStudent,http://dbpedia.org/resource/Sin-Itiro_Tomonaga,Correct,0,1460.289590358734,10
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/notableStudent,http://dbpedia.org/resource/Shoichi_Sakata,Correct,0,1460.289590358734,10
http://dbpedia.org/resource/Yoshio_Nishina,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Satoshō,_Okayama",Correct,0,1460.289590358734,10
http://dbpedia.org/resource/International_Surf_Lifesaving_Association,http://dbpedia.org/property/name,Articles for creation/International Surf Lifesaving Association,I Don't Know,1,957.0119950771332,10
http://dbpedia.org/resource/International_Surf_Lifesaving_Association,http://dbpedia.org/property/content,"Huntington Beach, California, USA",Incorrect,1,957.0119950771332,10
http://dbpedia.org/resource/International_Surf_Lifesaving_Association,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Organization,Incorrect,1,957.0119950771332,10
http://dbpedia.org/resource/International_Surf_Lifesaving_Association,http://dbpedia.org/property/heading,Region served,Incorrect,1,957.0119950771332,10
http://dbpedia.org/resource/International_Surf_Lifesaving_Association,http://www.w3.org/2000/01/rdf-schema#comment,"The International Surf Lifesaving Association (ISLA) is a nonprofit organization that advances professional lifesaving development to areas in need around the globe. ISLA uses latest technology to identify areas in need. ISLA advances development through lifeguard training programs and aquatic rescue operation consults, lifeguard exchanges, equipment donations, and by integrating with drowning prevention organizations to share information, techniques, stories, and culture.",Correct,1,957.0119950771332,10
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://dbpedia.org/property/postalcode,BS8670,Correct,2,2084.9504957199097,10
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Educational_institutions_established_in_1922,Correct,2,2084.9504957199097,10
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://dbpedia.org/ontology/language,http://dbpedia.org/resource/Chinese_language,Correct,2,2084.9504957199097,10
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/School,Incorrect,2,2084.9504957199097,10
http://dbpedia.org/resource/Chung_Hwa_Middle_School,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Schools_needing_cleanup,I Don't Know,2,2084.9504957199097,10
http://dbpedia.org/resource/The_Lost_World_of_Mr._Hardy,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Film,Incorrect,3,275.6219062805176,10
http://dbpedia.org/resource/The_Lost_World_of_Mr._Hardy,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:British_films,Correct,3,275.6219062805176,10
http://dbpedia.org/resource/The_Lost_World_of_Mr._Hardy,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:English-language_films,I Don't Know,3,275.6219062805176,10
http://dbpedia.org/resource/The_Lost_World_of_Mr._Hardy,http://dbpedia.org/property/language,English,Correct,3,275.6219062805176,10
http://dbpedia.org/resource/The_Lost_World_of_Mr._Hardy,http://dbpedia.org/property/country,United Kingdom,Correct,3,275.6219062805176,10
http://dbpedia.org/resource/Gina_Torres,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,Correct,4,178.99887943267822,10
http://dbpedia.org/resource/Gina_Torres,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Gina_Torres__1,Incorrect,4,178.99887943267822,10
http://dbpedia.org/resource/Gina_Torres,http://xmlns.com/foaf/0.1/name,Gina Torres,Correct,4,178.99887943267822,10
http://dbpedia.org/resource/Gina_Torres,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York,Correct,4,178.99887943267822,10
http://dbpedia.org/resource/Gina_Torres,http://xmlns.com/foaf/0.1/name,Gina Fernando Torres,Incorrect,4,178.99887943267822,10
http://dbpedia.org/resource/Sentrigo,http://dbpedia.org/property/industry,http://dbpedia.org/resource/Software_&_Programming,Correct,5,721.0405683517456,10
http://dbpedia.org/resource/Sentrigo,http://dbpedia.org/property/industry,http://dbpedia.org/resource/Software,Correct,5,721.0405683517456,10
http://dbpedia.org/resource/Sentrigo,http://dbpedia.org/property/products,vPatch;,Correct,5,721.0405683517456,10
http://dbpedia.org/resource/Sentrigo,http://dbpedia.org/ontology/location,http://dbpedia.org/resource/United_States,Correct,5,721.0405683517456,10
http://dbpedia.org/resource/Sentrigo,http://dbpedia.org/ontology/location,"http://dbpedia.org/resource/Santa_Clara,_California",Correct,5,721.0405683517456,10
http://dbpedia.org/resource/Ohorongo_Cement,http://xmlns.com/foaf/0.1/homepage,http://www.ohorongo-cement.com,Correct,6,502.44331455230713,10
http://dbpedia.org/resource/Ohorongo_Cement,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Cement,Correct,6,502.44331455230713,10
http://dbpedia.org/resource/Ohorongo_Cement,http://dbpedia.org/ontology/location,http://dbpedia.org/resource/Windhoek,Correct,6,502.44331455230713,10
http://dbpedia.org/resource/Ohorongo_Cement,http://dbpedia.org/property/keyPeople,"Gerhard Hirth, Klaus Bauer, Peter Frank Koep",I Don't Know,6,502.44331455230713,10
http://dbpedia.org/resource/Ohorongo_Cement,http://dbpedia.org/property/industry,http://dbpedia.org/resource/Cement,Correct,6,502.44331455230713,10
http://dbpedia.org/resource/Newton_Running,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Shoe_companies_of_the_United_States,Correct,7,178.90217995643616,10
http://dbpedia.org/resource/Newton_Running,http://dbpedia.org/ontology/type,http://dbpedia.org/resource/Privately_held_company,Correct,7,178.90217995643616,10
http://dbpedia.org/resource/Newton_Running,http://xmlns.com/foaf/0.1/name,Newton Running,Correct,7,178.90217995643616,10
http://dbpedia.org/resource/Newton_Running,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Manufacturer,Incorrect,7,178.90217995643616,10
http://dbpedia.org/resource/Newton_Running,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Shoe_brands,Correct,7,178.90217995643616,10
http://dbpedia.org/resource/Miss_USA_1990,http://dbpedia.org/ontology/abstract,"Miss USA 1990, the 39th Miss USA pageant, was televised live from the Century II Convention Center in Wichita, Kansas on March 2, 1990.  At the conclusion of the final competition, Carole Gist of Michigan was crowned by outgoing titleholder Gretchen Polhemus of Texas. Carole became the first African American winner ever and the first woman from Michigan to be crowned as Miss USA.For the first time, each judge's score was displayed to every audience, adding transparency to the process.A major format change in 1990 transformed the Miss USA competition for the next decade: the delegates would face an extra round of elimination on finals night: the top six judges' questions.Instead of reducing the top twelve to the usual final five, the judges would pick an intermediate top six. Those six finalists would answer questions from the judges and the field was reduced to a final three, who would face the traditional final question, adding unpredictability to the competition after five Texan Miss USA winners from GuyRex Associates, which would lose its Miss Texas USA franchise the next year.The pageant was hosted by Dick Clark for the second of five times, with color commentary by Leeza Gibbons and Laura Harring, Miss USA 1985. This was the first time the pageant was held in Wichita, where it would be staged for the next three years.",Correct,8,1313.1014552116394,10
http://dbpedia.org/resource/Miss_USA_1990,http://dbpedia.org/property/broadcaster,http://dbpedia.org/resource/KWCH,Correct,8,1313.1014552116394,10
http://dbpedia.org/resource/Miss_USA_1990,http://xmlns.com/foaf/0.1/homepage,http://www.missusa.com/,I Don't Know,8,1313.1014552116394,10
http://dbpedia.org/resource/Miss_USA_1990,http://dbpedia.org/property/photogenic,Stephanie Teneyck,Correct,8,1313.1014552116394,10
http://dbpedia.org/resource/Miss_USA_1990,http://dbpedia.org/property/presenters,"Dick Clark, Leeza Gibbons and Laura Harring",Correct,8,1313.1014552116394,10
"http://dbpedia.org/resource/Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Scottish_businesspeople,Correct,9,10219.770577669144,10
"http://dbpedia.org/resource/Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1963_deaths,Correct,9,10219.770577669144,10
"http://dbpedia.org/resource/Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",http://xmlns.com/foaf/0.1/surname,Anderson,Correct,9,10219.770577669144,10
"http://dbpedia.org/resource/Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",http://dbpedia.org/property/shortDescription,"Scottish businessman, writer and lecturer.",Correct,9,10219.770577669144,10
"http://dbpedia.org/resource/Sir_John_Anderson,_1st_Baronet,_of_Harrold_Priory",http://dbpedia.org/property/name,"Anderson, John",Correct,9,10219.770577669144,10
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://dbpedia.org/property/platforms,2,Correct,10,367.370680809021,10
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://dbpedia.org/property/wordnet_type,http://www.w3.org/2006/03/wn/wn20/instances/synset-railway_station-noun-1,I Don't Know,10,367.370680809021,10
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Lewes,Correct,10,367.370680809021,10
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://dbpedia.org/property/symbol,rail,Correct,10,367.370680809021,10
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Lewes_(district),Correct,10,367.370680809021,10
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/resource/Bonar_Law,I Don't Know,11,235523.56455087665,10
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/resource/David_Lloyd_George,I Don't Know,11,235523.56455087665,10
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/property/primeminister,http://dbpedia.org/resource/David_Lloyd_George,Incorrect,11,235523.56455087665,10
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/West_Riding_of_Yorkshire,Correct,11,235523.56455087665,10
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Morley,_West_Yorkshire",Correct,11,235523.56455087665,10
http://dbpedia.org/resource/Britannia_Industries,http://dbpedia.org/ontology/product,http://dbpedia.org/resource/Biscuit,Correct,12,210.7730574607849,13
http://dbpedia.org/resource/Britannia_Industries,http://dbpedia.org/ontology/internationally,1,I Don't Know,12,210.7730574607849,13
http://dbpedia.org/resource/Britannia_Industries,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Britannia_Industries,I Don't Know,12,210.7730574607849,13
http://dbpedia.org/resource/Britannia_Industries,http://dbpedia.org/property/keyPeople,Nusli Wadia,Correct,12,210.7730574607849,13
http://dbpedia.org/resource/Britannia_Industries,http://dbpedia.org/property/intl,yes,I Don't Know,12,210.7730574607849,13
http://dbpedia.org/resource/Stone_Poneys,http://dbpedia.org/property/pastMembers,Bill Martin,Correct,13,2198.331843852997,13
http://dbpedia.org/resource/Stone_Poneys,http://dbpedia.org/property/pastMembers,http://dbpedia.org/resource/Linda_Ronstadt,Correct,13,2198.331843852997,13
http://dbpedia.org/resource/Stone_Poneys,http://dbpedia.org/property/pastMembers,Kit Alderson,Correct,13,2198.331843852997,13
http://dbpedia.org/resource/Stone_Poneys,http://dbpedia.org/property/pastMembers,Shep Cooke,Correct,13,2198.331843852997,13
http://dbpedia.org/resource/Stone_Poneys,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Country_rock,Correct,13,2198.331843852997,13
http://dbpedia.org/resource/Construcciones_Aeronáuticas_SA,http://dbpedia.org/ontology/location,http://dbpedia.org/resource/Spain,Correct,14,32.40575838088989,13
http://dbpedia.org/resource/The_Sky_Ranger,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Black-and-white_films,Correct,15,297.06564807891846,13
http://dbpedia.org/resource/The_Sky_Ranger,http://dbpedia.org/property/wordnet_type,http://www.w3.org/2006/03/wn/wn20/instances/synset-movie-noun-1,Correct,15,297.06564807891846,13
http://dbpedia.org/resource/The_Sky_Ranger,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_films,Correct,15,297.06564807891846,13
http://dbpedia.org/resource/The_Sky_Ranger,http://dbpedia.org/property/country,United States,Correct,15,297.06564807891846,13
http://dbpedia.org/resource/The_Sky_Ranger,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_comedy_films,Incorrect,15,297.06564807891846,13
http://dbpedia.org/resource/Diardi,http://dbpedia.org/ontology/abstract,Diardi is a sports car manufactured in Turkey by the Çenberci Group.,Correct,16,81128.49786949158,13
http://dbpedia.org/resource/Diardi,http://www.w3.org/2000/01/rdf-schema#label,Diardi,Correct,16,81128.49786949158,13
http://dbpedia.org/resource/Diardi,http://dbpedia.org/ontology/location,http://dbpedia.org/resource/Narlıdere,I Don't Know,16,81128.49786949158,13
http://dbpedia.org/resource/Diardi,http://www.w3.org/2000/01/rdf-schema#comment,Diardi is a sports car manufactured in Turkey by the Çenberci Group.,Correct,16,81128.49786949158,13
http://dbpedia.org/resource/Diardi,http://xmlns.com/foaf/0.1/name,DIARDI,Correct,16,81128.49786949158,13
http://dbpedia.org/resource/Dublin_North_(Dáil_Éireann_constituency),http://dbpedia.org/property/name,http://dbpedia.org/resource/Denis_Cullen,Incorrect,17,252.5531940460205,14
http://dbpedia.org/resource/Dublin_North_(Dáil_Éireann_constituency),http://dbpedia.org/property/name,http://dbpedia.org/resource/G._V._Wright,Correct,17,252.5531940460205,14
http://dbpedia.org/resource/Dublin_North_(Dáil_Éireann_constituency),http://dbpedia.org/property/name,http://dbpedia.org/resource/Kathleen_Clarke,Incorrect,17,252.5531940460205,14
http://dbpedia.org/resource/Dublin_North_(Dáil_Éireann_constituency),http://dbpedia.org/property/name,http://dbpedia.org/resource/Alan_Farrell,Incorrect,17,252.5531940460205,14
http://dbpedia.org/resource/Dublin_North_(Dáil_Éireann_constituency),http://dbpedia.org/property/name,http://dbpedia.org/resource/William_Hewat,Incorrect,17,252.5531940460205,14
http://dbpedia.org/resource/K1_Speed,http://dbpedia.org/ontology/locationCity,"http://dbpedia.org/resource/Carlsbad,_California",Correct,18,440.2919600009918,14
http://dbpedia.org/resource/K1_Speed,http://dbpedia.org/ontology/regionServed,http://dbpedia.org/resource/Southern_California,Correct,18,440.2919600009918,14
http://dbpedia.org/resource/K1_Speed,http://www.w3.org/2000/01/rdf-schema#label,K1 Speed,Correct,18,440.2919600009918,14
http://dbpedia.org/resource/Ibrahim_Pasha_of_Egypt,http://dbpedia.org/ontology/placeOfBurial,http://dbpedia.org/resource/Cairo,Correct,19,46.198081493377686,14
http://dbpedia.org/resource/Ibrahim_Pasha_of_Egypt,http://dbpedia.org/ontology/placeOfBurial,http://dbpedia.org/resource/Egypt,Correct,19,46.198081493377686,14
http://dbpedia.org/resource/Alfred_Menezes,http://www.w3.org/2000/01/rdf-schema#label,Alfred Menezes,Correct,20,13.690444707870483,14
http://dbpedia.org/resource/Little_Red_Riding_Hood's_Zombie_BBQ,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:2008_video_games,Correct,21,179.59687113761902,14
http://dbpedia.org/resource/Little_Red_Riding_Hood's_Zombie_BBQ,http://xmlns.com/foaf/0.1/homepage,http://www.gammickentertainment.com/zombie,Incorrect,21,179.59687113761902,14
http://dbpedia.org/resource/Little_Red_Riding_Hood's_Zombie_BBQ,http://dbpedia.org/property/released,--10-21,I Don't Know,21,179.59687113761902,14
http://dbpedia.org/resource/Little_Red_Riding_Hood's_Zombie_BBQ,http://dbpedia.org/property/platforms,"Nintendo DS, Nintendo DSi",Correct,21,179.59687113761902,14
http://dbpedia.org/resource/Little_Red_Riding_Hood's_Zombie_BBQ,http://dbpedia.org/property/developer,EnjoyUp,Correct,21,179.59687113761902,14
http://dbpedia.org/resource/Neil_Simon's_I_Ought_to_Be_in_Pictures,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Herbert_Ross,Correct,22,89.3505117893219,14
http://dbpedia.org/resource/Bunker_Bean,http://dbpedia.org/property/country,United States,Correct,23,155.14784336090088,14
http://dbpedia.org/resource/Bunker_Bean,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Film,Incorrect,23,155.14784336090088,14
http://dbpedia.org/resource/Bunker_Bean,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_films,Correct,23,155.14784336090088,14
http://dbpedia.org/resource/Bunker_Bean,http://dbpedia.org/property/wordnet_type,http://www.w3.org/2006/03/wn/wn20/instances/synset-movie-noun-1,Correct,23,155.14784336090088,14
http://dbpedia.org/resource/Lee_Hyeri,http://dbpedia.org/ontology/birthDate,1994-06-09,Correct,24,46.02618074417114,14
http://dbpedia.org/resource/John_Richardson_(drummer),http://purl.org/dc/terms/subject,"http://dbpedia.org/resource/Category:Musicians_from_Champaign,_Illinois",Correct,25,460.64408898353577,15
http://dbpedia.org/resource/John_Richardson_(drummer),http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Tommy_Keene,Incorrect,25,460.64408898353577,15
http://dbpedia.org/resource/John_Richardson_(drummer),http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/JRLiverpoolKit.jpg?width=300,I Don't Know,25,460.64408898353577,15
http://dbpedia.org/resource/John_Richardson_(drummer),http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/John_Richardson_(drummer),Correct,25,460.64408898353577,15
http://dbpedia.org/resource/John_Richardson_(drummer),http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Adam_Schmitt,Incorrect,25,460.64408898353577,15
http://dbpedia.org/resource/Westminster_School,http://dbpedia.org/property/chairLabel,Chairman of Governors,I Don't Know,26,307.22516655921936,15
http://dbpedia.org/resource/Westminster_School,http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/resource/Henry_VIII_of_England,Incorrect,26,307.22516655921936,15
http://dbpedia.org/resource/Westminster_School,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Member_schools_of_the_Headmasters'_and_Headmistresses'_Conference,I Don't Know,26,307.22516655921936,15
http://dbpedia.org/resource/Westminster_School,http://dbpedia.org/property/houses,Milne's,Correct,26,307.22516655921936,15
