Subject,Predicate,Object,Error,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/VH1,http://dbpedia.org/property/pictureFormat,*,Object,0,11.912347316741943,7
http://dbpedia.org/resource/VH1,http://dbpedia.org/property/satChan,539,Object,0,11.912347316741943,7
http://dbpedia.org/resource/Varāhamihira,http://dbpedia.org/ontology/notableWork,http://dbpedia.org/resource/Varāhamihira,Object,1,8.516832113265991,7
http://dbpedia.org/resource/Varāhamihira,http://dbpedia.org/ontology/notableWork,http://dbpedia.org/resource/Brihat_Jataka,Object,1,8.516832113265991,7
http://dbpedia.org/resource/Častolovice,http://dbpedia.org/property/populationDensity,auto,Object,2,3.667956352233887,7
http://dbpedia.org/resource/Clarissa_S._Williams,http://dbpedia.org/property/successor,http://dbpedia.org/resource/Jennie_B._Knight,Object,5,10.1919527053833,7
http://dbpedia.org/resource/The_Elective_Affinities,http://dbpedia.org/ontology/abstract,"The Elective Affinities (Italian: Le affinità elettive, French: Les affinités électives) is a 1996 Italian-French comedy film directed by Paolo and Vittorio Taviani. It was screened out of competition at the 1996 Cannes Film Festival.",Object,9,18.2876660823822,15
"http://dbpedia.org/resource/Woodburn_(Charles_City,_Virginia)",http://dbpedia.org/property/latDegrees,37,Object,11,7.831135034561157,15
"http://dbpedia.org/resource/Benjamin_O._Davis,_Jr.",http://dbpedia.org/property/serviceyears,1936,Predicate,13,4.531472206115723,15
http://dbpedia.org/resource/Techtron,http://dbpedia.org/property/foundation,1938,Object,15,7.366142988204956,15
http://dbpedia.org/resource/Roddy_Bottum,http://dbpedia.org/property/instrument,http://dbpedia.org/resource/Sampler_(musical_instrument),Object,16,5.227891206741333,15
http://dbpedia.org/resource/Naoum_Aronson,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Naoum_Aronson__1,Object,18,8.686338901519775,16
http://dbpedia.org/resource/Naoum_Aronson,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Naoum_Aronson,Object,18,8.686338901519775,16
"http://dbpedia.org/resource/The_Chinese_University_of_Hong_Kong,_Shenzhen",http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/resource/Tom_Z.Q._Luo,Predicate;Object,19,16.24507236480713,16
"http://dbpedia.org/resource/José_Antonio_de_Mendoza,_3rd_Marquis_of_Villagarcía",http://dbpedia.org/property/name,"Mendoza, Jose Antonio De",Object,20,3.990334987640381,16
http://dbpedia.org/resource/The_Swap,http://dbpedia.org/ontology/abstract,The Swap is a 1979 American film directed by Jordan Leondopoulos. The film is edited from the 1969 film Sam's Song also directed by Leondopoulos.The film is also known as Line of Fire (American video title).,Object,21,4.49465274810791,16
http://dbpedia.org/resource/Fifth_Avenue,http://dbpedia.org/property/junction,Madison Avenue Bridge in Harlem,Object,22,14.87471628189087,16
http://dbpedia.org/resource/Fifth_Avenue,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Recurring_events_established_in_1979,Object,22,14.87471628189087,16
http://dbpedia.org/resource/Seabiscuit_(film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:2000s_thriller_films,Object,24,10.628724336624146,16
http://dbpedia.org/resource/Seabiscuit_(film),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Psychological_thriller_films,Object,24,10.628724336624146,16
http://dbpedia.org/resource/The_Joker_Is_Wild,http://dbpedia.org/ontology/gross,3000000.0,Object,25,17.33868670463562,16
http://dbpedia.org/resource/The_Joker_Is_Wild,http://dbpedia.org/property/border,yes,Predicate,25,17.33868670463562,16
http://dbpedia.org/resource/The_Joker_Is_Wild,http://dbpedia.org/property/runtime,7560.0,Object,25,17.33868670463562,16
http://dbpedia.org/resource/Westfield_Middle_School,http://www.w3.org/2003/01/geo/wgs84_pos#lat,52.135,Object,31,4.741851806640625,17
http://dbpedia.org/resource/Washington_University_School_of_Law,http://dbpedia.org/property/wordnet_type,http://www.w3.org/2006/03/wn/wn20/instances/synset-university-noun-2,Object,35,9.553825378417969,17
