Subject,Predicate,Object,Annotation,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/residence,"http://dbpedia.org/resource/Wilmington,_Vermont",Correct,0,39.75734543800354,40
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/children,Alya Reeve,Correct,0,39.75734543800354,40
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/shortDescription,"Academic, Writer, Poet and Russian Language Translator",Correct,0,39.75734543800354,40
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/property/children,http://dbpedia.org/resource/Christopher_Reeve,Correct,0,39.75734543800354,40
http://dbpedia.org/resource/F._D._Reeve,http://dbpedia.org/ontology/birthDate,1928-09-18,Correct,0,39.75734543800354,40
http://dbpedia.org/resource/An_Act_of_Conscience,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_documentary_films,Correct,1,73.43778443336487,40
http://dbpedia.org/resource/An_Act_of_Conscience,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_films,Correct,1,73.43778443336487,40
http://dbpedia.org/resource/An_Act_of_Conscience,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Film,Correct,1,73.43778443336487,40
http://dbpedia.org/resource/An_Act_of_Conscience,http://dbpedia.org/property/language,English,Correct,1,73.43778443336487,40
http://dbpedia.org/resource/Abhijit_Pandya,http://www.w3.org/2000/01/rdf-schema#label,Abhijit Pandya,I Don't Know,2,101.47046518325806,40
http://dbpedia.org/resource/Abhijit_Pandya,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/London,Correct,2,101.47046518325806,40
http://dbpedia.org/resource/Abhijit_Pandya,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/United_Kingdom,Correct,2,101.47046518325806,40
http://dbpedia.org/resource/Abhijit_Pandya,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Solicitor,I Don't Know,2,101.47046518325806,40
http://dbpedia.org/resource/Abhijit_Pandya,http://dbpedia.org/property/almaMater,http://dbpedia.org/resource/London_School_of_Economics,Correct,2,101.47046518325806,40
http://dbpedia.org/resource/Health_Service_Journal,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:EMAP,I Don't Know,3,202.86462211608887,40
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/ontology/publisher,http://dbpedia.org/resource/Emap,Correct,3,202.86462211608887,40
http://dbpedia.org/resource/Health_Service_Journal,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Magazines_established_in_1892,Correct,3,202.86462211608887,40
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/property/publisher,http://dbpedia.org/resource/EMAP,Correct,3,202.86462211608887,40
http://dbpedia.org/resource/Health_Service_Journal,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Health_Service_Journal,Correct,3,202.86462211608887,40
http://dbpedia.org/resource/One_Day_in_September,http://dbpedia.org/ontology/narrator,http://dbpedia.org/resource/Michael_Douglas,Correct,4,61.09907364845276,40
http://dbpedia.org/resource/One_Day_in_September,http://dbpedia.org/property/country,United Kingdom,Correct,4,61.09907364845276,40
http://dbpedia.org/resource/Pained,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:2011_films,Correct,5,56.77635717391968,40
http://dbpedia.org/resource/Pained,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:South_Korean_films,Correct,5,56.77635717391968,40
http://dbpedia.org/resource/Pained,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Films_directed_by_Kwak_Kyung-taek,Correct,5,56.77635717391968,40
http://dbpedia.org/resource/Pained,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Korean-language_films,Correct,5,56.77635717391968,40
http://dbpedia.org/resource/Pained,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Films_based_on_South_Korean_comics,Incorrect,5,56.77635717391968,40
