Subject,Predicate,Object,Annotation,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/FreeJ,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/resource/C_(programming_language),Correct,0,208.29063844680783,4
http://dbpedia.org/resource/FreeJ,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/resource/C++,Correct,0,208.29063844680783,4
http://dbpedia.org/resource/Nikkor,http://dbpedia.org/property/industry,Camera lenses,Correct,1,306.286301612854,4
http://dbpedia.org/resource/Nikkor,http://dbpedia.org/property/type,subsidiary of Nikon Corp,Correct,1,306.286301612854,4
http://dbpedia.org/resource/Nikkor,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Japanese_brands,Correct,1,306.286301612854,4
http://dbpedia.org/resource/Nikkor,http://dbpedia.org/ontology/type,http://dbpedia.org/resource/Nikon,Incorrect,1,306.286301612854,4
http://dbpedia.org/resource/Nikkor,http://xmlns.com/foaf/0.1/name,Nikkor,Correct,1,306.286301612854,4
http://dbpedia.org/resource/Pancham_(TV_series),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Pancham_(TV_series),Incorrect,2,36.07802748680115,4
http://dbpedia.org/resource/Antoine_Augustin_Cournot,http://dbpedia.org/ontology/influenced,http://dbpedia.org/resource/Léon_Walras,Correct,3,173.52646946907043,4
http://dbpedia.org/resource/Antoine_Augustin_Cournot,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Gray,_Haute-Saône",Correct,3,173.52646946907043,4
http://dbpedia.org/resource/Antoine_Augustin_Cournot,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Haute-Saône,Incorrect,3,173.52646946907043,4
http://dbpedia.org/resource/1995–96_Liverpool_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Arsenal_F.C.,Incorrect,4,121.39866590499878,4
http://dbpedia.org/resource/1995–96_Liverpool_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Chelsea_F.C.,Incorrect,4,121.39866590499878,4
http://dbpedia.org/resource/1995–96_Liverpool_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/West_Ham_United_F.C.,Incorrect,4,121.39866590499878,4
http://dbpedia.org/resource/1995–96_Liverpool_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Liverpool_F.C.,Correct,4,121.39866590499878,4
http://dbpedia.org/resource/1995–96_Liverpool_F.C._season,http://dbpedia.org/property/team,http://dbpedia.org/resource/Aston_Villa_F.C.,Incorrect,4,121.39866590499878,4
http://dbpedia.org/resource/Leopold_von_Ranke,http://www.w3.org/2000/01/rdf-schema#label,Leopold von Ranke,Correct,5,186.4350793361664,4
http://dbpedia.org/resource/Kalos_ilthe_to_dollario,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Alekos_Sakellarios,Correct,6,323.7122027873993,4
http://dbpedia.org/resource/Kalos_ilthe_to_dollario,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Film,Correct,6,323.7122027873993,4
http://dbpedia.org/resource/Kalos_ilthe_to_dollario,http://dbpedia.org/property/writer,http://dbpedia.org/resource/Alekos_Sakellarios,Correct,6,323.7122027873993,4
http://dbpedia.org/resource/Kalos_ilthe_to_dollario,http://dbpedia.org/property/director,http://dbpedia.org/resource/Alekos_Sakellarios,Correct,6,323.7122027873993,4
http://dbpedia.org/resource/Today!_(Mississippi_John_Hurt_album),http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Vanguard_Records,Correct,7,207.67560148239136,4
http://dbpedia.org/resource/Today!_(Mississippi_John_Hurt_album),http://dbpedia.org/property/label,http://dbpedia.org/resource/Vanguard_Records,Incorrect,7,207.67560148239136,4
http://dbpedia.org/resource/Today!_(Mississippi_John_Hurt_album),http://www.w3.org/2000/01/rdf-schema#label,Today! (Mississippi John Hurt album),Correct,7,207.67560148239136,4
