Subject,Predicate,Object,Annotation,BatchID,BatchTime,BatchDate
http://dbpedia.org/resource/Horam,http://dbpedia.org/property/wordnet_type,http://www.w3.org/2006/03/wn/wn20/instances/synset-location-noun-1,Incorrect,0,72.10222339630127,16
http://dbpedia.org/resource/Horam,http://dbpedia.org/property/country,England,Correct,0,72.10222339630127,16
http://dbpedia.org/resource/Horam,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/United_Kingdom,Correct,0,72.10222339630127,16
http://dbpedia.org/resource/Horam,http://dbpedia.org/property/staticImage,240,Incorrect,0,72.10222339630127,16
http://dbpedia.org/resource/Horam,http://dbpedia.org/ontology/district,http://dbpedia.org/resource/Wealden,Correct,0,72.10222339630127,16
http://dbpedia.org/resource/Richard_C._Mangam,http://dbpedia.org/property/unit,"Company H, 148th New York Infantry",Correct,1,284.2336564064026,16
http://dbpedia.org/resource/Richard_C._Mangam,http://dbpedia.org/property/shortDescription,United States Army Medal of Honor recipient,Correct,1,284.2336564064026,16
http://dbpedia.org/resource/Richard_C._Mangam,http://xmlns.com/foaf/0.1/name,"Mangam, Richard C.",Correct,1,284.2336564064026,16
http://dbpedia.org/resource/Richard_C._Mangam,http://dbpedia.org/property/deathDate,1893-11-18,Correct,1,284.2336564064026,16
http://dbpedia.org/resource/Richard_C._Mangam,http://dbpedia.org/property/placeofburialLabel,Place of burial,Incorrect,1,284.2336564064026,16
http://dbpedia.org/resource/James_Cronin,http://dbpedia.org/property/workInstitutions,http://dbpedia.org/resource/University_of_Chicago,Correct,2,2158.56420636177,16
http://dbpedia.org/resource/James_Cronin,http://dbpedia.org/ontology/birthYear,1931,Correct,2,2158.56420636177,16
http://dbpedia.org/resource/James_Cronin,http://dbpedia.org/property/knownFor,http://dbpedia.org/resource/Nuclear_physics,Correct,2,2158.56420636177,16
http://dbpedia.org/resource/James_Cronin,http://dbpedia.org/ontology/birthDate,1931-09-29,Correct,2,2158.56420636177,16
http://dbpedia.org/resource/James_Cronin,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Chicago,_Illinois",Correct,2,2158.56420636177,16
http://dbpedia.org/resource/I'm_No_Dummy,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:American_films,Correct,3,423.0674369335175,18
http://dbpedia.org/resource/I'm_No_Dummy,http://dbpedia.org/ontology/distributor,http://dbpedia.org/resource/NBCUniversal,Incorrect,3,423.0674369335175,18
http://dbpedia.org/resource/I'm_No_Dummy,http://dbpedia.org/ontology/abstract,"I'm No Dummy is a 2009 documentary film about ventriloquism directed by Bryan W. Simon, produced by Marjorie Engesser through Montivagus Productions.  It premiered at the 2009 Seattle International Film Festival before being released theatrically in the United States by Salient Media and NBCUniversal in 2010.The comic documentary examines and deconstructs this now obscure art form through clips, photos and interviews with many of the greatest “vents” from today and yesterday as well as their puppets. The idea came to Simon while on a bike ride in Los Angeles, as he kicked around ideas for a new project and decided to focus on a documentary about something he loved as a child. The film stars Jeff Dunham, Jay Johnson and Lynn Trefzger and features Kelly Asbury, Tom Ladshaw, Jimmy Nelson and Willie Tyler.  Archival footage of Edgar Bergen, Paul Winchell and Senor Wences is also included in the feature.",Correct,3,423.0674369335175,18
http://dbpedia.org/resource/I'm_No_Dummy,http://dbpedia.org/property/distributor,http://dbpedia.org/resource/NBCUniversal,Incorrect,3,423.0674369335175,18
http://dbpedia.org/resource/I'm_No_Dummy,http://dbpedia.org/property/country,United States,Correct,3,423.0674369335175,18
http://dbpedia.org/resource/Urmia_Khanate,http://dbpedia.org/ontology/capital,http://dbpedia.org/resource/Urmia,Incorrect,4,158.21754360198975,18
http://dbpedia.org/resource/Ljanik,http://dbpedia.org/property/utcOffset,+1,I Don't Know,5,286.4520370960236,18
