Subject,Predicate,Object,Error,BatchID,BatchTime
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/property/length,221.0,Object,0,4.646047830581665
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/property/years,2011,Predicate,1,6.4289281368255615
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Paora_Winitana__5,Predicate;Object,1,6.4289281368255615
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Paora_Winitana__1,Predicate;Object,1,6.4289281368255615
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/property/successor,http://dbpedia.org/resource/Sultan_Mu'adzam_Shah,Object,3,3.177609920501709
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/ontology/deathDate,1179,Object,3,3.177609920501709
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/imageCaption,Restoration,Object,5,49.456843852996826
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/ordo,http://dbpedia.org/resource/Multituberculata,Predicate,5,49.456843852996826
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Caddo,Object,6,4.645158052444458
http://dbpedia.org/resource/Yowani_Choctaws,http://xmlns.com/foaf/0.1/homepage,http://www.chickasaw.net,Object,6,4.645158052444458
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/recorded,1984,Object,7,2.443681240081787
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__7,Predicate;Object,8,5.52625298500061
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__8,Predicate;Object,8,5.52625298500061
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/property/lats,5,Object,9,4.830756902694702
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/populationDensity,707.0688829387811,Object,9,4.830756902694702
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/areaTotal,2.589988110336,Object,9,4.830756902694702
http://dbpedia.org/resource/WZBA,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/WZBA,Predicate;Object,12,9.09115505218506
http://dbpedia.org/resource/WZBA,http://dbpedia.org/property/city,"http://dbpedia.org/resource/Westminster,_Maryland",Object,12,9.09115505218506
