Subject,Predicate,Object,Annotation,BatchID,BatchTime
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/property/format,http://dbpedia.org/resource/Music_download,Correct,0,12.52172589302063
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/property/length,221.0,Incorrect,0,12.52172589302063
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/ontology/format,http://dbpedia.org/resource/Music_download,Correct,0,12.52172589302063
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/ontology/producer,http://dbpedia.org/resource/Dave_Odlum,Correct,0,12.52172589302063
http://dbpedia.org/resource/Shock_to_the_System_(Gemma_Hayes_song),http://dbpedia.org/property/format,http://dbpedia.org/resource/Paid_download,Correct,0,12.52172589302063
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/property/years,2011,Incorrect,1,12.442239999771118
http://dbpedia.org/resource/Paora_Winitana,http://www.w3.org/2000/01/rdf-schema#comment,Paora Ramiha Winitana (born 6 December 1976) is a New Zealand professional basketball player who currently plays for the Hawke's Bay Hawks of the New Zealand National Basketball League (NZNBL). He was ordained as a Mormon bishop in 2005 and chooses not to play basketball on Sundays.,Correct,1,12.442239999771118
http://dbpedia.org/resource/Paora_Winitana,http://xmlns.com/foaf/0.1/name,"Winitana, Paora",Correct,1,12.442239999771118
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Paora_Winitana__5,Incorrect,1,12.442239999771118
http://dbpedia.org/resource/Paora_Winitana,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Paora_Winitana__1,Incorrect,1,12.442239999771118
http://dbpedia.org/resource/Copelatus_mathani,http://dbpedia.org/ontology/family,http://dbpedia.org/resource/Dytiscidae,Correct,2,13.59589457511902
http://dbpedia.org/resource/Copelatus_mathani,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Copelatus,Correct,2,13.59589457511902
http://dbpedia.org/resource/Copelatus_mathani,http://dbpedia.org/property/phylum,Arthropoda,Correct,2,13.59589457511902
http://dbpedia.org/resource/Copelatus_mathani,http://www.w3.org/2000/01/rdf-schema#comment,"Copelatus mathani is a species of diving beetle. It is part of the Copelatus genus, which is of the Copelatinae subfamily and the Dytiscidae family. It was described by Guignot in 1952.",Correct,2,13.59589457511902
http://dbpedia.org/resource/Copelatus_mathani,http://dbpedia.org/property/name,Copelatus mathani,Correct,2,13.59589457511902
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/ontology/title,Sultan of Kedah,Correct,3,12.257910013198853
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/property/house,http://dbpedia.org/resource/Kedah,Correct,3,12.257910013198853
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/property/successor,http://dbpedia.org/resource/Sultan_Mu'adzam_Shah,Incorrect,3,12.257910013198853
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/ontology/deathDate,1179,Incorrect,3,12.257910013198853
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Monarchs_of_Kedah,Correct,3,12.257910013198853
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/property/nationality,http://dbpedia.org/resource/Mexico,Correct,4,10.13171911239624
http://dbpedia.org/resource/Antonio_Pujol,http://xmlns.com/foaf/0.1/name,"Pujol, Antonio",Correct,4,10.13171911239624
http://dbpedia.org/resource/Antonio_Pujol,http://xmlns.com/foaf/0.1/surname,Pujol,Correct,4,10.13171911239624
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/ontology/birthName,Antonio Pujol Jiménez,Correct,4,10.13171911239624
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/Chalco_de_Díaz_Covarrubias,Correct,4,10.13171911239624
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/familia,http://dbpedia.org/resource/Paulchoffatiidae,Correct,5,637.6290681362152
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Sunnyodon.jpg?width=300,Correct,5,637.6290681362152
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/imageCaption,Restoration,Incorrect,5,637.6290681362152
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/ontology/order,http://dbpedia.org/resource/Multituberculata,Correct,5,637.6290681362152
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/ordo,http://dbpedia.org/resource/Multituberculata,Incorrect,5,637.6290681362152
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Native_American_tribes_in_Louisiana,Correct,6,190.23731923103333
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Caddo,Incorrect,6,190.23731923103333
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Choctaw,Correct,6,190.23731923103333
http://dbpedia.org/resource/Yowani_Choctaws,http://www.w3.org/2000/01/rdf-schema#label,Yowani Choctaws,Correct,6,190.23731923103333
http://dbpedia.org/resource/Yowani_Choctaws,http://xmlns.com/foaf/0.1/homepage,http://www.chickasaw.net,Incorrect,6,190.23731923103333
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/producer,http://dbpedia.org/resource/Ralf_Hütter,Correct,7,10.34412693977356
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/genre,http://dbpedia.org/resource/Electronic_music,Correct,7,10.34412693977356
http://dbpedia.org/resource/Tour_de_France_(song),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Songs_written_by_Ralf_Hütter,Correct,7,10.34412693977356
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/recorded,1984,Incorrect,7,10.34412693977356
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/producer,http://dbpedia.org/resource/Florian_Schneider,Correct,7,10.34412693977356
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/birthYear,1976,Correct,8,54.61114287376404
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__7,Incorrect,8,54.61114287376404
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__8,Incorrect,8,54.61114287376404
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/property/clubs,http://dbpedia.org/resource/Skoda_Xanthi_F.C.,Correct,8,54.61114287376404
http://dbpedia.org/resource/Romain_Ferrier,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Chamois_Niortais_F.C._players,Correct,8,54.61114287376404
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/property/lats,5,Incorrect,9,12.528507947921751
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/property/subdivisionName,http://dbpedia.org/resource/New_York,Correct,9,12.528507947921751
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/populationDensity,707.0688829387811,Incorrect,9,12.528507947921751
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/areaTotal,2.589988110336,Incorrect,9,12.528507947921751
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/areaCode,585,Correct,9,12.528507947921751
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/property/settlementType,http://dbpedia.org/resource/Village_Development_Committee,Correct,10,191.20674896240237
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/utcOffset,+5:45,Correct,10,191.20674896240237
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/abstract,"Ainselu Kharka is a town and Village Development Committee  in Khotang District in the Sagarmatha Zone of eastern Nepal. At the time of the 1991 Nepal census it had a population of 3,617 persons living in 676 individual households.",Correct,10,191.20674896240237
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/postalCode,56202,Correct,10,191.20674896240237
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/property/nativeName,ऐसेलुखर्क,Correct,10,191.20674896240237
http://dbpedia.org/resource/Nicolas_Prévost,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:17th-century_French_painters,Correct,11,87.57508397102356
http://dbpedia.org/resource/Nicolas_Prévost,http://www.w3.org/2000/01/rdf-schema#label,Nicolas Prévost,Correct,11,87.57508397102356
http://dbpedia.org/resource/Nicolas_Prévost,http://xmlns.com/foaf/0.1/name,Nicolas Prevost,Correct,11,87.57508397102356
http://dbpedia.org/resource/Nicolas_Prévost,http://xmlns.com/foaf/0.1/name,"Prevost, Nicolas",Correct,11,87.57508397102356
http://dbpedia.org/resource/Nicolas_Prévost,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1670_deaths,Correct,11,87.57508397102356
http://dbpedia.org/resource/WZBA,http://dbpedia.org/property/facilityId,59985,Correct,12,89.71146988868713
http://dbpedia.org/resource/WZBA,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/WZBA,Incorrect,12,89.71146988868713
http://dbpedia.org/resource/WZBA,http://dbpedia.org/property/city,"http://dbpedia.org/resource/Westminster,_Maryland",Incorrect,12,89.71146988868713
http://dbpedia.org/resource/WZBA,http://dbpedia.org/ontology/alias,100.7 The Bay,Correct,12,89.71146988868713
http://dbpedia.org/resource/WZBA,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Radio_stations_in_Maryland,Correct,12,89.71146988868713
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/ontology/abstract,"Steven Vandenberg (born July 15, 1915, Den Helder, The Netherlands d. August 27, 1992, Boulder, Colorado, United States) was a behavior geneticist who immigrated to the US after the Second World War, obtaining his Ph.D. from the University of Michigan in 1955.From 1960 to 1967 he worked at the University of Louisville School of Medicine as director of the Louisville Twin Study. In 1970 he moved to the Institute of Behavior Genetics at the University of Colorado at Boulder, where he remained until his retirement. Vandenberg received many honors and awards during his lifetime, including being the first recipient of the Behavior Genetics Association's Dobzhansky Career Award in 1977. Vandenberg served as President of the Behavior Genetics Association (1984–1985) and was the founding editor-in-chief of their scientific journal Behavior Genetics.",Correct,13,338.2572920322418
http://dbpedia.org/resource/Steven_G._Vandenberg,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Behavior_geneticists,Correct,13,338.2572920322418
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/University_of_Michigan,Correct,13,338.2572920322418
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/property/name,Steven G. Vandenberg,Correct,13,338.2572920322418
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Steven_G._Vandenberg,Incorrect,13,338.2572920322418
http://dbpedia.org/resource/Darlington_Borough_Council,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Politics_of_Darlington,Correct,14,179.0588448047638
http://dbpedia.org/resource/Darlington_Borough_Council,http://xmlns.com/foaf/0.1/homepage,http://www.darlington.gov.uk/,Incorrect,14,179.0588448047638
http://dbpedia.org/resource/Darlington_Borough_Council,http://dbpedia.org/ontology/abstract,"Darlington Borough Council is the local government authority for Darlington, a town and unitary authority  borough in North East England. The authority is composed of 50 ward councillors. The council is controlled by the Labour Party and the current leader of the council is Councillor Bill Dixon. The acting chief executive of the council is Ms Ada Burns.The Authority was originally a non-metropolitan district of Durham County Council but absorbed the powers of the County Council in 1997 upon becoming a separate unitary authority. As of 2011 Darlington Borough has a population of 106,000 residents.",Incorrect,14,179.0588448047638
http://dbpedia.org/resource/Darlington_Borough_Council,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Billing_authorities_in_England,Correct,14,179.0588448047638
http://dbpedia.org/resource/Darlington_Borough_Council,http://www.w3.org/2000/01/rdf-schema#label,Darlington Borough Council,Correct,14,179.0588448047638
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/property/latns,N,Incorrect,15,166.57151198387146
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://www.georss.org/georss/point,44.028888888888886 -92.855,Correct,15,166.57151198387146
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/property/areaLandSqMi,2.08,Correct,15,166.57151198387146
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/ontology/abstract,"Dodge Center is a city in Dodge County, Minnesota, United States. The population was 2,670 at the 2010 census. Dodge Center is part of the Rochester, MN Metropolitan Statistical Area.",Incorrect,15,166.57151198387146
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/ontology/populationTotal,2670,Incorrect,15,166.57151198387146
http://dbpedia.org/resource/Östersunds_BS,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1974_establishments_in_Sweden,Correct,16,282.5307378768921
http://dbpedia.org/resource/Östersunds_BS,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Östersunds_BS,Incorrect,16,282.5307378768921
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/ontology/foundingYear,1974,Incorrect,16,282.5307378768921
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/property/ballpark,http://dbpedia.org/resource/Östersund_Arena,Correct,16,282.5307378768921
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/property/city,http://dbpedia.org/resource/Östersund,Correct,16,282.5307378768921
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/president,http://dbpedia.org/resource/George_W._Bush,Incorrect,17,325.29883885383606
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/property/awards,http://dbpedia.org/resource/Bronze_Star_Medal,Correct,17,325.29883885383606
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/abstract,"Eric Ken Shinseki (/ʃɨnˈsɛki/; born November 28, 1942) is a retired United States Army general who served as the seventh United States Secretary of Veterans Affairs (2009-2014). His final U.S. Army post was as the 34th Chief of Staff of the Army (1999–2003). Shinseki is a veteran of two tours of combat in the Vietnam War, in which he was awarded three Bronze Stars for valor and two Purple Hearts. He was both the first Asian-American four-star general (1997) and then the Secretary of Veterans Affairs.",Incorrect,17,325.29883885383606
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/religion,http://dbpedia.org/resource/Lutheranism,Correct,17,325.29883885383606
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/militaryCommand,"3rd Squadron,7th Cavalry Regiment, 3rd Infantry Division",Incorrect,17,325.29883885383606
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://www.w3.org/2000/01/rdf-schema#label,Lake effect snow advisory,Correct,18,37.055996894836426
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://www.w3.org/2000/01/rdf-schema#comment,"A Lake Effect Snow Advisory is issued by the National Weather Service of the United States when lake effect snow may pose a hazard or is life-threatening. The snow must be completely caused by a convective snow development over a lake and not by a low pressure system. The criteria for this advisory vary from area to area.Prior to the 2008-09 winter storm season, there was the Lake-Effect Snow and Blowing Snow Advisory, specific for when blowing snow another hazard expected in the advised area.",Correct,18,37.055996894836426
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Lake_effect_snow_advisory,Incorrect,18,37.055996894836426
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://dbpedia.org/ontology/abstract,"A Lake Effect Snow Advisory is issued by the National Weather Service of the United States when lake effect snow may pose a hazard or is life-threatening. The snow must be completely caused by a convective snow development over a lake and not by a low pressure system. The criteria for this advisory vary from area to area.Prior to the 2008-09 winter storm season, there was the Lake-Effect Snow and Blowing Snow Advisory, specific for when blowing snow another hazard expected in the advised area. The Lake-Effect Snow Advisory for Lake-Effect Snow and Blowing Snow has since replaced it.",Correct,18,37.055996894836426
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Weather_warnings_and_advisories,Correct,18,37.055996894836426
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/property/starring,Hilary Rubens,Correct,19,108.7480788230896
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/property/music,http://dbpedia.org/resource/SIN_34,Correct,19,108.7480788230896
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/The_Darkside,Correct,19,108.7480788230896
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/Black_Flag_(band),Correct,19,108.7480788230896
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/SIN_34,Correct,19,108.7480788230896
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/alternativeNames,"marquis of Villabianca, Count of Belforte",Incorrect,20,108.67504692077635
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/ontology/alias,"marquis of Villabianca, Count ofBelforte",Correct,20,108.67504692077635
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/notableworks,Sicilia Nobile,Incorrect,20,108.67504692077635
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/ontology/deathDate,1802-02-06,Incorrect,20,108.67504692077635
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/dateOfDeath,1802,Correct,20,108.67504692077635
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/opponent,http://dbpedia.org/resource/2013–14_North_Texas_Mean_Green_men's_basketball_team,Correct,21,245.8125677108765
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/hometown,"Alpine, Utah",Incorrect,21,245.8125677108765
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/rivalsRefTitle,BYU 2010 Basketball Commitments,I Don't Know,21,245.8125677108765
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/time,540.0,Incorrect,21,245.8125677108765
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/assist,Matt Carlino & Kyle Collinsworth 2,I Don't Know,21,245.8125677108765
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/longew,W,Incorrect,22,155.55817794799805
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/name,Cardinal Ambrozic Catholic Secondary School,Correct,22,155.55817794799805
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/ontology/foundingYear,2009,Correct,22,155.55817794799805
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/longm,41,Incorrect,22,155.55817794799805
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/principal,Dan Compagnon,Correct,22,155.55817794799805
http://dbpedia.org/resource/Caractères,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Caracteres.svg,Correct,23,60.979105949401855
http://dbpedia.org/resource/Caractères,http://dbpedia.org/property/style,http://dbpedia.org/resource/Sans-serif,Correct,23,60.979105949401855
http://dbpedia.org/resource/Caractères,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Caractères,Correct,23,60.979105949401855
http://dbpedia.org/resource/Caractères,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Family,Correct,23,60.979105949401855
http://dbpedia.org/resource/Caractères,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Caracteres.svg?width=300,Correct,23,60.979105949401855
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/property/subdivisionName,NW,Incorrect,24,202.14577889442444
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/ontology/abstract,"Aster is a future neighbourhood in southeast Edmonton, Alberta, Canada. It was named for the Aster genus of flowering plants of which heath aster and flat-topped white aster are most common in Alberta.Aster is located within The Meadows and is identified as Neighbourhood 5 within The Meadows Area Structure Plan (ASP). It was officially named Aster on April 30, 2014.It is bounded on the west by 17 Street NW, north by a future realignment of 23 Avenue NW, and east and south by Anthony Henday Drive.",Correct,24,202.14577889442444
